,RK,Country,Points,Date Rating
53,54,Cameroon,1399.0,04.04.2019
54,55,Qatar,1398.0,04.04.2019
55,56,Jamaica,1391.0,04.04.2019
56,57,Egypt,1384.0,04.04.2019
57,58,Burkina Faso,1380.0,04.04.2019
58,59,Ecuador,1378.0,04.04.2019
59,60,Finland,1375.0,04.04.2019
60,61,Honduras,1369.0,04.04.2019
61,62,Albania,1368.0,04.04.2019
62,63,Slovenia,1366.0,04.04.2019
63,63,Bolivia,1366.0,04.04.2019
64,65,Mali,1365.0,04.04.2019
65,65,Côte d'Ivoire,1365.0,04.04.2019
66,67,United Arab Emirates,1360.0,04.04.2019
67,68,FYR Macedonia,1350.0,04.04.2019
68,68,Guinea,1350.0,04.04.2019
69,70,Algeria,1348.0,04.04.2019
70,71,El Salvador,1344.0,04.04.2019
71,72,Saudi Arabia,1342.0,04.04.2019
72,73,South Africa,1335.0,04.04.2019
73,74,Panama,1327.0,04.04.2019
74,74,China PR,1327.0,04.04.2019
75,76,Cape Verde Islands,1319.0,04.04.2019
76,76,Iraq,1319.0,04.04.2019
77,78,Canada,1314.0,04.04.2019
78,79,Uganda,1302.0,04.04.2019
79,79,Zambia,1302.0,04.04.2019
80,81,Belarus,1301.0,04.04.2019
81,82,Curacao,1296.0,04.04.2019
82,83,Syria,1286.0,04.04.2019
83,84,Israel,1285.0,04.04.2019
84,85,Uzbekistan,1279.0,04.04.2019
85,86,Luxembourg,1277.0,04.04.2019
86,86,Lebanon,1277.0,04.04.2019
87,86,Oman,1277.0,04.04.2019
88,89,Cyprus,1276.0,04.04.2019
89,90,Gabon,1272.0,04.04.2019
90,91,Benin,1267.0,04.04.2019
91,92,Congo,1265.0,04.04.2019
92,93,Trinidad and Tobago,1258.0,04.04.2019
93,94,Georgia,1256.0,04.04.2019
94,95,Kyrgyz Republic,1253.0,04.04.2019
95,96,Estonia,1240.0,04.04.2019
96,97,Jordan,1229.0,04.04.2019
97,98,Vietnam,1227.0,04.04.2019
98,99,Palestine,1224.0,04.04.2019
99,100,Haiti,1223.0,04.04.2019
100,101,India,1219.0,04.04.2019
101,102,Faroe Islands,1213.0,04.04.2019
102,103,Mauritania,1210.0,04.04.2019
103,104,Niger,1209.0,04.04.2019
104,105,Libya,1207.0,04.04.2019
105,106,Armenia,1206.0,04.04.2019
106,107,Madagascar,1203.0,04.04.2019
107,108,Kenya,1202.0,04.04.2019
108,108,Azerbaijan,1202.0,04.04.2019
109,110,Zimbabwe,1190.0,04.04.2019
110,111,Bahrain,1188.0,04.04.2019
111,112,Central African Republic,1184.0,04.04.2019
112,113,Namibia,1181.0,04.04.2019
113,114,Thailand,1174.0,04.04.2019
114,115,Sierra Leone,1172.0,04.04.2019
115,116,Kazakhstan,1171.0,04.04.2019
116,117,Mozambique,1166.0,04.04.2019
117,118,Guinea-Bissau,1158.0,04.04.2019
118,119,New Zealand,1157.0,04.04.2019
119,120,Tajikistan,1155.0,04.04.2019
120,121,Korea DPR,1152.0,04.04.2019
121,122,Angola,1142.0,04.04.2019
122,123,Antigua and Barbuda,1136.0,04.04.2019
123,124,Philippines,1135.0,04.04.2019
124,125,Chinese Taipei,1128.0,04.04.2019
125,126,Togo,1127.0,04.04.2019
126,127,Kosovo,1124.0,04.04.2019
127,128,Malawi,1122.0,04.04.2019
128,129,Nicaragua,1120.0,04.04.2019
129,130,Sudan,1106.0,04.04.2019
130,131,Tanzania,1105.0,04.04.2019
131,132,Lithuania,1102.0,04.04.2019
132,133,Latvia,1101.0,04.04.2019
133,134,Andorra,1099.0,04.04.2019
134,135,St. Kitts and Nevis,1096.0,04.04.2019
135,136,Burundi,1089.0,04.04.2019
136,136,Turkmenistan,1089.0,04.04.2019
137,138,Rwanda,1088.0,04.04.2019
138,139,Solomon Islands,1083.0,04.04.2019
139,140,Myanmar,1080.0,04.04.2019
140,141,Hong Kong,1078.0,04.04.2019
141,142,Lesotho,1075.0,04.04.2019
142,143,Equatorial Guinea,1074.0,04.04.2019
143,143,Eswatini,1074.0,04.04.2019
144,143,Guatemala,1074.0,04.04.2019
145,146,Yemen,1073.0,04.04.2019
146,147,Comoros,1071.0,04.04.2019
147,148,Botswana,1060.0,04.04.2019
148,149,Afghanistan,1057.0,04.04.2019
149,150,Ethiopia,1049.0,04.04.2019
150,151,Maldives,1046.0,04.04.2019
151,152,Suriname,1045.0,04.04.2019
152,153,Liberia,1044.0,04.04.2019
153,154,Dominican Republic,1028.0,04.04.2019
154,155,New Caledonia,1026.0,04.04.2019
155,156,Mauritius,1022.0,04.04.2019
156,156,Kuwait,1022.0,04.04.2019
157,158,Tahiti,1020.0,04.04.2019
158,159,Indonesia,1008.0,04.04.2019
159,160,Singapore,998.0,04.04.2019
160,161,Barbados,996.0,04.04.2019
161,161,Nepal,996.0,04.04.2019
162,163,Gambia,994.0,04.04.2019
163,163,Belize,994.0,04.04.2019
164,165,Fiji,992.0,04.04.2019
165,166,Vanuatu,991.0,04.04.2019
166,167,South Sudan,989.0,04.04.2019
167,168,Malaysia,986.0,04.04.2019
168,169,Papua New Guinea,984.0,04.04.2019
169,170,St. Lucia,975.0,04.04.2019
170,171,Moldova,974.0,04.04.2019
171,172,Grenada,973.0,04.04.2019
172,173,Cambodia,967.0,04.04.2019
173,174,Cuba,961.0,04.04.2019
174,175,Guyana,959.0,04.04.2019
175,175,Bermuda,959.0,04.04.2019
176,177,Chad,956.0,04.04.2019
177,178,Dominica,954.0,04.04.2019
178,178,St. Vincent and the Grenadines,954.0,04.04.2019
179,180,Malta,943.0,04.04.2019
180,181,Puerto Rico,940.0,04.04.2019
181,182,Liechtenstein,932.0,04.04.2019
182,183,Macau,925.0,04.04.2019
183,184,Laos,923.0,04.04.2019
184,185,Sao Tome e Principe,920.0,04.04.2019
185,186,Bhutan,917.0,04.04.2019
186,187,Mongolia,915.0,04.04.2019
187,188,Bangladesh,909.0,04.04.2019
188,188,Aruba,909.0,04.04.2019
189,190,Cook Islands,908.0,04.04.2019
190,190,American Samoa,908.0,04.04.2019
191,190,Seychelles,908.0,04.04.2019
192,193,Guam,907.0,04.04.2019
193,194,Brunei Darussalam,903.0,04.04.2019
194,195,Gibraltar,900.0,04.04.2019
195,195,Timor-Leste,900.0,04.04.2019
196,197,Samoa,896.0,04.04.2019
197,197,Djibouti,896.0,04.04.2019
198,199,Montserrat,895.0,04.04.2019
199,200,US Virgin Islands,888.0,04.04.2019
200,200,Pakistan,888.0,04.04.2019
201,202,Sri Lanka,886.0,04.04.2019
202,203,Tonga,868.0,04.04.2019
203,203,Eritrea,868.0,04.04.2019
204,203,Somalia,868.0,04.04.2019
205,206,Cayman Islands,867.0,04.04.2019
206,206,British Virgin Islands,867.0,04.04.2019
207,208,Turks and Caicos Islands,862.0,04.04.2019
208,209,Anguilla,857.0,04.04.2019
209,210,Bahamas,855.0,04.04.2019
210,211,San Marino,848.0,04.04.2019
0,1,Belgium,1746.0,14.06.2019
1,2,France,1718.0,14.06.2019
2,3,Brazil,1681.0,14.06.2019
3,4,England,1652.0,14.06.2019
4,5,Portugal,1631.0,14.06.2019
5,6,Croatia,1625.0,14.06.2019
6,7,Spain,1617.0,14.06.2019
7,8,Uruguay,1615.0,14.06.2019
8,9,Switzerland,1605.0,14.06.2019
9,10,Denmark,1589.0,14.06.2019
10,11,Germany,1582.0,14.06.2019
11,11,Argentina,1582.0,14.06.2019
12,13,Colombia,1580.0,14.06.2019
13,14,Italy,1569.0,14.06.2019
14,14,Netherlands,1569.0,14.06.2019
15,16,Chile,1561.0,14.06.2019
16,17,Sweden,1558.0,14.06.2019
17,18,Mexico,1557.0,14.06.2019
18,19,Poland,1550.0,14.06.2019
19,20,IR Iran,1518.0,14.06.2019
20,21,Peru,1516.0,14.06.2019
21,22,Senegal,1515.0,14.06.2019
22,23,Wales,1514.0,14.06.2019
23,24,Ukraine,1513.0,14.06.2019
24,25,Tunisia,1501.0,14.06.2019
25,26,Austria,1498.0,14.06.2019
26,27,Romania,1497.0,14.06.2019
27,28,Northern Ireland,1496.0,14.06.2019
28,28,Japan,1496.0,14.06.2019
29,30,USA,1495.0,14.06.2019
30,31,Slovakia,1491.0,14.06.2019
31,32,Republic of Ireland,1489.0,14.06.2019
32,33,Venezuela,1485.0,14.06.2019
33,34,Serbia,1477.0,14.06.2019
34,35,Iceland,1473.0,14.06.2019
35,36,Paraguay,1468.0,14.06.2019
36,37,Korea Republic,1467.0,14.06.2019
37,37,Turkey,1467.0,14.06.2019
38,39,Costa Rica,1453.0,14.06.2019
39,39,Bosnia and Herzegovina,1453.0,14.06.2019
40,41,Czech Republic,1448.0,14.06.2019
41,42,Hungary,1442.0,14.06.2019
42,43,Australia,1436.0,14.06.2019
43,43,Russia,1436.0,14.06.2019
44,45,Scotland,1433.0,14.06.2019
45,45,Nigeria,1433.0,14.06.2019
46,47,Morocco,1429.0,14.06.2019
47,47,Norway,1429.0,14.06.2019
48,49,Congo DR,1424.0,14.06.2019
49,50,Ghana,1423.0,14.06.2019
50,51,Cameroon,1404.0,14.06.2019
51,52,Greece,1403.0,14.06.2019
52,53,Montenegro,1401.0,14.06.2019
53,54,Jamaica,1397.0,14.06.2019
54,55,Qatar,1396.0,14.06.2019
55,56,Finland,1394.0,14.06.2019
56,57,Bulgaria,1388.0,14.06.2019
57,58,Egypt,1384.0,14.06.2019
58,59,Burkina Faso,1381.0,14.06.2019
59,60,Ecuador,1375.0,14.06.2019
60,61,Honduras,1368.0,14.06.2019
61,62,Bolivia,1365.0,14.06.2019
62,62,Mali,1365.0,14.06.2019
63,62,Côte d'Ivoire,1365.0,14.06.2019
64,65,Slovenia,1363.0,14.06.2019
65,66,Albania,1362.0,14.06.2019
66,67,United Arab Emirates,1360.0,14.06.2019
67,68,Algeria,1346.0,14.06.2019
68,69,El Salvador,1342.0,14.06.2019
69,69,Saudi Arabia,1342.0,14.06.2019
70,71,Guinea,1336.0,14.06.2019
71,72,South Africa,1335.0,14.06.2019
72,73,China PR,1333.0,14.06.2019
73,73,North Macedonia,1333.0,14.06.2019
74,75,Panama,1322.0,14.06.2019
75,76,Cape Verde Islands,1319.0,14.06.2019
76,77,Iraq,1315.0,14.06.2019
77,78,Canada,1314.0,14.06.2019
78,79,Curacao,1302.0,14.06.2019
79,80,Uganda,1299.0,14.06.2019
80,81,Zambia,1298.0,14.06.2019
81,82,Israel,1286.0,14.06.2019
82,82,Belarus,1286.0,14.06.2019
83,82,Uzbekistan,1286.0,14.06.2019
84,85,Syria,1278.0,14.06.2019
85,86,Oman,1277.0,14.06.2019
86,86,Lebanon,1277.0,14.06.2019
87,88,Benin,1273.0,14.06.2019
88,89,Gabon,1272.0,14.06.2019
89,90,Congo,1265.0,14.06.2019
90,90,Luxembourg,1265.0,14.06.2019
91,92,Trinidad and Tobago,1260.0,14.06.2019
92,93,Cyprus,1258.0,14.06.2019
93,94,Georgia,1255.0,14.06.2019
94,95,Kyrgyz Republic,1252.0,14.06.2019
95,96,Vietnam,1232.0,14.06.2019
96,97,Armenia,1230.0,14.06.2019
97,98,Jordan,1229.0,14.06.2019
98,99,Estonia,1228.0,14.06.2019
99,100,Palestine,1224.0,14.06.2019
100,101,India,1219.0,14.06.2019
101,101,Haiti,1219.0,14.06.2019
102,103,Mauritania,1210.0,14.06.2019
103,104,Niger,1209.0,14.06.2019
104,105,Kenya,1207.0,14.06.2019
105,105,Libya,1207.0,14.06.2019
106,107,Faroe Islands,1200.0,14.06.2019
107,108,Madagascar,1198.0,14.06.2019
108,109,Zimbabwe,1192.0,14.06.2019
109,110,Bahrain,1188.0,14.06.2019
110,110,Azerbaijan,1188.0,14.06.2019
111,112,Central African Republic,1184.0,14.06.2019
112,113,Namibia,1182.0,14.06.2019
113,114,Kazakhstan,1174.0,14.06.2019
114,115,Sierra Leone,1172.0,14.06.2019
115,116,Thailand,1165.0,14.06.2019
116,117,Mozambique,1163.0,14.06.2019
117,118,Guinea-Bissau,1158.0,14.06.2019
118,119,New Zealand,1157.0,14.06.2019
119,120,Tajikistan,1151.0,14.06.2019
120,121,Kosovo,1149.0,14.06.2019
121,122,Korea DPR,1148.0,14.06.2019
122,123,Angola,1142.0,14.06.2019
123,124,Antigua and Barbuda,1136.0,14.06.2019
124,125,Chinese Taipei,1132.0,14.06.2019
125,126,Philippines,1131.0,14.06.2019
126,126,Malawi,1131.0,14.06.2019
127,128,Togo,1127.0,14.06.2019
128,129,Nicaragua,1118.0,14.06.2019
129,130,Sudan,1106.0,14.06.2019
130,131,Tanzania,1105.0,14.06.2019
131,132,Lithuania,1101.0,14.06.2019
132,133,St. Kitts and Nevis,1096.0,14.06.2019
133,134,Burundi,1092.0,14.06.2019
134,135,Turkmenistan,1091.0,14.06.2019
135,136,Rwanda,1088.0,14.06.2019
136,137,Latvia,1086.0,14.06.2019
137,138,Myanmar,1084.0,14.06.2019
138,139,Andorra,1082.0,14.06.2019
139,140,Solomon Islands,1077.0,14.06.2019
140,141,Equatorial Guinea,1074.0,14.06.2019
141,141,Hong Kong,1074.0,14.06.2019
142,141,Eswatini,1074.0,14.06.2019
143,144,Yemen,1073.0,14.06.2019
144,145,Lesotho,1072.0,14.06.2019
145,145,Guatemala,1072.0,14.06.2019
146,147,Botswana,1069.0,14.06.2019
147,148,Comoros,1068.0,14.06.2019
148,149,Afghanistan,1058.0,14.06.2019
149,150,Ethiopia,1049.0,14.06.2019
150,151,Maldives,1046.0,14.06.2019
151,152,Suriname,1045.0,14.06.2019
152,153,Liberia,1044.0,14.06.2019
153,154,Dominican Republic,1028.0,14.06.2019
154,155,New Caledonia,1026.0,14.06.2019
155,156,Kuwait,1022.0,14.06.2019
156,157,Mauritius,1020.0,14.06.2019
157,158,Tahiti,1015.0,14.06.2019
158,159,Malaysia,1009.0,14.06.2019
159,160,Indonesia,1005.0,14.06.2019
160,161,Gambia,1002.0,14.06.2019
161,162,Singapore,999.0,14.06.2019
162,163,Vanuatu,997.0,14.06.2019
163,164,Barbados,996.0,14.06.2019
164,165,Nepal,995.0,14.06.2019
165,166,Belize,994.0,14.06.2019
166,167,Fiji,992.0,14.06.2019
167,168,South Sudan,989.0,14.06.2019
168,169,Cambodia,988.0,14.06.2019
169,170,Moldova,985.0,14.06.2019
170,171,Papua New Guinea,984.0,14.06.2019
171,172,St. Lucia,975.0,14.06.2019
172,173,Grenada,973.0,14.06.2019
173,174,Bermuda,964.0,14.06.2019
174,175,Cuba,961.0,14.06.2019
175,176,Chad,956.0,14.06.2019
176,177,Dominica,954.0,14.06.2019
177,177,Guyana,954.0,14.06.2019
178,177,St. Vincent and the Grenadines,954.0,14.06.2019
179,180,Puerto Rico,940.0,14.06.2019
180,181,Malta,939.0,14.06.2019
181,182,Macau,936.0,14.06.2019
182,183,Liechtenstein,922.0,14.06.2019
183,183,Bangladesh,922.0,14.06.2019
184,185,Sao Tome e Principe,920.0,14.06.2019
185,186,Bhutan,916.0,14.06.2019
186,187,Mongolia,914.0,14.06.2019
187,188,Laos,912.0,14.06.2019
188,189,Aruba,909.0,14.06.2019
189,190,Guam,908.0,14.06.2019
190,190,Cook Islands,908.0,14.06.2019
191,190,American Samoa,908.0,14.06.2019
192,193,Brunei Darussalam,904.0,14.06.2019
193,194,Seychelles,902.0,14.06.2019
194,195,Samoa,896.0,14.06.2019
195,195,Djibouti,896.0,14.06.2019
196,197,Montserrat,895.0,14.06.2019
197,198,Gibraltar,893.0,14.06.2019
198,199,US Virgin Islands,888.0,14.06.2019
199,200,Timor-Leste,879.0,14.06.2019
200,201,Sri Lanka,872.0,14.06.2019
201,202,Eritrea,868.0,14.06.2019
202,202,Tonga,868.0,14.06.2019
203,202,Somalia,868.0,14.06.2019
204,205,Pakistan,867.0,14.06.2019
205,205,Cayman Islands,867.0,14.06.2019
206,205,British Virgin Islands,867.0,14.06.2019
207,208,Turks and Caicos Islands,862.0,14.06.2019
208,209,Anguilla,857.0,14.06.2019
209,210,Bahamas,855.0,14.06.2019
210,211,San Marino,839.0,14.06.2019
0,1,Belgium,1746.0,25.07.2019
1,2,Brazil,1726.0,25.07.2019
2,3,France,1718.0,25.07.2019
3,4,England,1652.0,25.07.2019
4,5,Uruguay,1637.0,25.07.2019
5,6,Portugal,1631.0,25.07.2019
6,7,Croatia,1625.0,25.07.2019
7,8,Colombia,1622.0,25.07.2019
8,9,Spain,1617.0,25.07.2019
9,10,Argentina,1610.0,25.07.2019
10,11,Switzerland,1605.0,25.07.2019
11,12,Mexico,1604.0,25.07.2019
12,13,Denmark,1589.0,25.07.2019
13,14,Chile,1583.0,25.07.2019
14,15,Germany,1582.0,25.07.2019
15,16,Italy,1569.0,25.07.2019
16,16,Netherlands,1569.0,25.07.2019
17,18,Sweden,1558.0,25.07.2019
18,19,Peru,1552.0,25.07.2019
19,20,Poland,1550.0,25.07.2019
20,20,Senegal,1550.0,25.07.2019
21,22,USA,1548.0,25.07.2019
22,23,IR Iran,1518.0,25.07.2019
23,24,Wales,1514.0,25.07.2019
24,25,Ukraine,1513.0,25.07.2019
25,26,Venezuela,1505.0,25.07.2019
26,27,Austria,1498.0,25.07.2019
27,28,Romania,1497.0,25.07.2019
28,29,Tunisia,1496.0,25.07.2019
29,29,Northern Ireland,1496.0,25.07.2019
30,31,Slovakia,1491.0,25.07.2019
31,32,Republic of Ireland,1489.0,25.07.2019
32,33,Nigeria,1481.0,25.07.2019
33,33,Japan,1481.0,25.07.2019
34,35,Serbia,1477.0,25.07.2019
35,36,Iceland,1473.0,25.07.2019
36,37,Korea Republic,1467.0,25.07.2019
37,37,Turkey,1467.0,25.07.2019
38,39,Paraguay,1464.0,25.07.2019
39,40,Algeria,1463.0,25.07.2019
40,41,Morocco,1461.0,25.07.2019
41,42,Bosnia and Herzegovina,1453.0,25.07.2019
42,43,Czech Republic,1448.0,25.07.2019
43,44,Costa Rica,1445.0,25.07.2019
44,45,Hungary,1442.0,25.07.2019
45,46,Australia,1436.0,25.07.2019
46,46,Russia,1436.0,25.07.2019
47,48,Scotland,1433.0,25.07.2019
48,49,Egypt,1431.0,25.07.2019
49,50,Norway,1429.0,25.07.2019
50,50,Ghana,1429.0,25.07.2019
51,52,Jamaica,1425.0,25.07.2019
52,53,Cameroon,1409.0,25.07.2019
53,54,Greece,1403.0,25.07.2019
54,55,Montenegro,1401.0,25.07.2019
55,56,Congo DR,1395.0,25.07.2019
56,57,Côte d'Ivoire,1394.0,25.07.2019
57,57,Finland,1394.0,25.07.2019
58,59,Mali,1389.0,25.07.2019
59,60,Bulgaria,1388.0,25.07.2019
60,61,Burkina Faso,1381.0,25.07.2019
61,62,Qatar,1375.0,25.07.2019
62,63,Slovenia,1363.0,25.07.2019
63,64,Albania,1362.0,25.07.2019
64,65,United Arab Emirates,1360.0,25.07.2019
65,66,Ecuador,1359.0,25.07.2019
66,67,Honduras,1350.0,25.07.2019
67,68,Saudi Arabia,1342.0,25.07.2019
68,68,El Salvador,1342.0,25.07.2019
69,70,South Africa,1338.0,25.07.2019
70,71,China PR,1333.0,25.07.2019
71,71,North Macedonia,1333.0,25.07.2019
72,73,Bolivia,1332.0,25.07.2019
73,74,Panama,1331.0,25.07.2019
74,75,Guinea,1325.0,25.07.2019
75,76,Cape Verde Islands,1319.0,25.07.2019
76,77,Iraq,1315.0,25.07.2019
77,78,Canada,1312.0,25.07.2019
78,79,Curacao,1309.0,25.07.2019
79,80,Uganda,1305.0,25.07.2019
80,81,Zambia,1299.0,25.07.2019
81,82,Benin,1295.0,25.07.2019
82,83,Haiti,1288.0,25.07.2019
83,84,Israel,1286.0,25.07.2019
84,84,Belarus,1286.0,25.07.2019
85,84,Uzbekistan,1286.0,25.07.2019
86,87,Syria,1277.0,25.07.2019
87,87,Oman,1277.0,25.07.2019
88,87,Lebanon,1277.0,25.07.2019
89,90,Gabon,1272.0,25.07.2019
90,91,Congo,1265.0,25.07.2019
91,91,Luxembourg,1265.0,25.07.2019
92,93,Cyprus,1258.0,25.07.2019
93,94,Georgia,1255.0,25.07.2019
94,95,Kyrgyz Republic,1252.0,25.07.2019
95,96,Madagascar,1251.0,25.07.2019
96,97,Vietnam,1232.0,25.07.2019
97,98,Armenia,1230.0,25.07.2019
98,99,Jordan,1229.0,25.07.2019
99,100,Estonia,1228.0,25.07.2019
100,101,Trinidad and Tobago,1226.0,25.07.2019
101,102,Palestine,1224.0,25.07.2019
102,103,India,1214.0,25.07.2019
103,104,Niger,1209.0,25.07.2019
104,105,Libya,1207.0,25.07.2019
105,106,Mauritania,1205.0,25.07.2019
106,107,Kenya,1201.0,25.07.2019
107,108,Faroe Islands,1200.0,25.07.2019
108,109,Bahrain,1188.0,25.07.2019
109,109,Azerbaijan,1188.0,25.07.2019
110,111,Central African Republic,1184.0,25.07.2019
111,112,Kazakhstan,1174.0,25.07.2019
112,112,Zimbabwe,1174.0,25.07.2019
113,114,Sierra Leone,1172.0,25.07.2019
114,115,Thailand,1165.0,25.07.2019
115,116,Mozambique,1163.0,25.07.2019
116,117,New Zealand,1157.0,25.07.2019
117,118,Korea DPR,1154.0,25.07.2019
118,119,Tajikistan,1152.0,25.07.2019
119,120,Kosovo,1149.0,25.07.2019
120,121,Namibia,1148.0,25.07.2019
121,122,Angola,1144.0,25.07.2019
122,123,Guinea-Bissau,1143.0,25.07.2019
123,124,Antigua and Barbuda,1136.0,25.07.2019
124,125,Chinese Taipei,1132.0,25.07.2019
125,126,Philippines,1131.0,25.07.2019
126,126,Malawi,1131.0,25.07.2019
127,128,Togo,1127.0,25.07.2019
128,129,Sudan,1106.0,25.07.2019
129,130,Lithuania,1101.0,25.07.2019
130,131,St. Kitts and Nevis,1096.0,25.07.2019
131,132,Turkmenistan,1091.0,25.07.2019
132,133,Rwanda,1088.0,25.07.2019
133,134,Latvia,1086.0,25.07.2019
134,135,Myanmar,1084.0,25.07.2019
135,136,Andorra,1082.0,25.07.2019
136,137,Tanzania,1075.0,25.07.2019
137,137,Nicaragua,1075.0,25.07.2019
138,139,Equatorial Guinea,1074.0,25.07.2019
139,139,Eswatini,1074.0,25.07.2019
140,139,Hong Kong,1074.0,25.07.2019
141,142,Solomon Islands,1073.0,25.07.2019
142,142,Yemen,1073.0,25.07.2019
143,144,Guatemala,1072.0,25.07.2019
144,144,Lesotho,1072.0,25.07.2019
145,146,Comoros,1071.0,25.07.2019
146,147,Botswana,1069.0,25.07.2019
147,148,Burundi,1061.0,25.07.2019
148,149,Afghanistan,1058.0,25.07.2019
149,150,Ethiopia,1049.0,25.07.2019
150,151,Suriname,1045.0,25.07.2019
151,152,Maldives,1044.0,25.07.2019
152,152,Liberia,1044.0,25.07.2019
153,154,New Caledonia,1035.0,25.07.2019
154,155,Dominican Republic,1028.0,25.07.2019
155,156,Kuwait,1022.0,25.07.2019
156,157,Mauritius,1019.0,25.07.2019
157,158,Tahiti,1014.0,25.07.2019
158,159,Malaysia,1009.0,25.07.2019
159,160,Indonesia,1008.0,25.07.2019
160,161,Gambia,1006.0,25.07.2019
161,162,Singapore,999.0,25.07.2019
162,163,Vanuatu,996.0,25.07.2019
163,163,Fiji,996.0,25.07.2019
164,163,Barbados,996.0,25.07.2019
165,166,Nepal,995.0,25.07.2019
166,167,Belize,994.0,25.07.2019
167,168,Papua New Guinea,991.0,25.07.2019
168,169,South Sudan,989.0,25.07.2019
169,170,Cambodia,988.0,25.07.2019
170,171,Moldova,985.0,25.07.2019
171,172,St. Lucia,975.0,25.07.2019
172,173,Grenada,973.0,25.07.2019
173,174,Bermuda,972.0,25.07.2019
174,175,Chad,956.0,25.07.2019
175,176,Dominica,954.0,25.07.2019
176,176,St. Vincent and the Grenadines,954.0,25.07.2019
177,178,Guyana,953.0,25.07.2019
178,179,Cuba,950.0,25.07.2019
179,180,Puerto Rico,940.0,25.07.2019
180,181,Malta,939.0,25.07.2019
181,182,Liechtenstein,922.0,25.07.2019
182,182,Bangladesh,922.0,25.07.2019
183,182,Macau,922.0,25.07.2019
184,185,Sao Tome e Principe,920.0,25.07.2019
185,186,Bhutan,916.0,25.07.2019
186,187,Mongolia,914.0,25.07.2019
187,188,Laos,912.0,25.07.2019
188,189,Aruba,909.0,25.07.2019
189,190,Guam,908.0,25.07.2019
190,190,Cook Islands,908.0,25.07.2019
191,192,Seychelles,904.0,25.07.2019
192,192,Brunei Darussalam,904.0,25.07.2019
193,194,American Samoa,900.0,25.07.2019
194,195,Djibouti,896.0,25.07.2019
195,196,Montserrat,895.0,25.07.2019
196,197,Samoa,894.0,25.07.2019
197,198,Gibraltar,893.0,25.07.2019
198,199,US Virgin Islands,888.0,25.07.2019
199,200,Sri Lanka,886.0,25.07.2019
200,201,Timor-Leste,879.0,25.07.2019
201,202,Somalia,868.0,25.07.2019
202,202,Eritrea,868.0,25.07.2019
203,204,Cayman Islands,867.0,25.07.2019
204,204,Pakistan,867.0,25.07.2019
205,204,British Virgin Islands,867.0,25.07.2019
206,207,Tonga,862.0,25.07.2019
207,207,Turks and Caicos Islands,862.0,25.07.2019
208,209,Anguilla,857.0,25.07.2019
209,210,Bahamas,855.0,25.07.2019
210,211,San Marino,839.0,25.07.2019
0,1,Belgium,1752.0,19.09.2019
1,2,France,1725.0,19.09.2019
2,3,Brazil,1719.0,19.09.2019
3,4,England,1662.0,19.09.2019
4,5,Portugal,1643.0,19.09.2019
5,6,Uruguay,1639.0,19.09.2019
6,7,Spain,1631.0,19.09.2019
7,8,Croatia,1625.0,19.09.2019
8,9,Colombia,1622.0,19.09.2019
9,10,Argentina,1614.0,19.09.2019
10,11,Switzerland,1604.0,19.09.2019
11,12,Mexico,1603.0,19.09.2019
12,13,Netherlands,1586.0,19.09.2019
13,14,Denmark,1584.0,19.09.2019
14,15,Italy,1583.0,19.09.2019
15,16,Germany,1580.0,19.09.2019
16,17,Chile,1576.0,19.09.2019
17,18,Sweden,1560.0,19.09.2019
18,19,Peru,1551.0,19.09.2019
19,20,Senegal,1546.0,19.09.2019
20,21,USA,1545.0,19.09.2019
21,22,Poland,1532.0,19.09.2019
22,23,Wales,1522.0,19.09.2019
23,23,IR Iran,1522.0,19.09.2019
24,25,Ukraine,1516.0,19.09.2019
25,26,Venezuela,1506.0,19.09.2019
26,27,Austria,1503.0,19.09.2019
27,28,Republic of Ireland,1496.0,19.09.2019
28,29,Tunisia,1493.0,19.09.2019
29,29,Slovakia,1493.0,19.09.2019
30,31,Romania,1490.0,19.09.2019
31,31,Japan,1490.0,19.09.2019
32,33,Northern Ireland,1488.0,19.09.2019
33,34,Nigeria,1482.0,19.09.2019
34,35,Serbia,1476.0,19.09.2019
35,36,Turkey,1475.0,19.09.2019
36,37,Korea Republic,1470.0,19.09.2019
37,38,Algeria,1466.0,19.09.2019
38,39,Morocco,1463.0,19.09.2019
39,40,Paraguay,1462.0,19.09.2019
40,41,Iceland,1461.0,19.09.2019
41,42,Russia,1455.0,19.09.2019
42,43,Costa Rica,1442.0,19.09.2019
43,44,Czech Republic,1441.0,19.09.2019
44,44,Australia,1441.0,19.09.2019
45,46,Bosnia and Herzegovina,1438.0,19.09.2019
46,47,Norway,1435.0,19.09.2019
47,47,Jamaica,1435.0,19.09.2019
48,49,Egypt,1431.0,19.09.2019
49,50,Hungary,1430.0,19.09.2019
50,51,Ghana,1429.0,19.09.2019
51,52,Scotland,1415.0,19.09.2019
52,53,Cameroon,1409.0,19.09.2019
53,54,Finland,1398.0,19.09.2019
54,55,Congo DR,1395.0,19.09.2019
55,56,Côte d'Ivoire,1394.0,19.09.2019
56,57,Mali,1391.0,19.09.2019
57,58,Slovenia,1390.0,19.09.2019
58,59,Montenegro,1389.0,19.09.2019
59,60,Greece,1382.0,19.09.2019
60,61,Burkina Faso,1381.0,19.09.2019
61,62,Bulgaria,1377.0,19.09.2019
62,62,Qatar,1377.0,19.09.2019
